Parameter,Optimal of Male,Optimal of Female,Fitness of Male,Fitness of Female
"(8,0,-6,1)",-3.999687,3.000486,-3.998993,-9.000001
"(8,0,-6,2)",-3.999687,4.999378,3.995949,-24.998438
"(8,0,-6,4)",-3.999687,8.998686,19.991930,-80.991562
"(8,0,-6,6)",-3.999687,13.001754,36.002953,-168.979675
"(8,0,-6,8)",68800.328125,-6005103.500000,417887125504.000000,33169233412096.000000
"(8,0,-6,10)",-5417.554199,14756.996094,109253384.000000,-501841056.000000
"(8,0,-4,0)",-3.999687,1.526722,-9.893590,2.330402
"(8,0,-4,0.2)",-3.999687,1.526722,-9.893590,2.330402
"(8,0,-4,0.4)",-3.999687,1.526722,-9.893590,2.330402
"(8,0,-4,0.6)",-3.999687,1.526722,-9.893590,2.330402
"(8,0,-4,0.8)",-3.999687,1.526722,-9.893590,2.330402
"(8,0,-4,1)",-3.999687,1.999975,-8.000725,-4.000000
"(8,0,-4,2)",-3.999687,4.000499,0.000744,-15.998751
"(8,0,-4,4)",-3.999687,8.000129,15.998013,-63.992500
"(8,0,-4,6)",-3.999687,11.996533,31.982384,-143.981247
"(8,0,-4,8)",3641716.000000,-4104577.500000,28209829642240.000000,-87786363289600.000000
"(8,0,-4,10)",-3899046.500000,15674485.000000,76318079188992.000000,-304350475845632.000000
"(8,0,-2,0)",-4.848052,-1.364880,-21.897816,-2.024352
"(8,0,-2,0.2)",-4.773420,-1.329996,-21.750452,-1.919748
"(8,0,-2,0.4)",-5.008840,-1.339773,-21.692951,-2.236171
"(8,0,-2,0.6)",-4.828199,-1.336664,-21.767765,-1.993681
"(8,0,-2,0.8)",-4.653344,-1.317637,-21.704559,-1.759977
"(8,0,-2,1)",-3.999687,0.999844,-12.000939,-1.000000
"(8,0,-2,2)",-3.999687,2.999953,-4.001125,-8.999063
"(8,0,-2,4)",-3.999687,6.999562,11.996060,-48.993439
"(8,0,-2,6)",-3.999687,10.998347,27.989950,-120.982819
"(8,0,-2,8)",-3.999687,14.997340,43.984676,-224.967163
"(8,0,-2,10)",771368.500000,-706490.062500,1139979714560.000000,-4405548023808.000000
"(8,0,0,0)",-5.341462,-2.615715,-28.172220,-7.129777
"(8,0,0,0.2)",-5.846447,-2.643886,-28.047974,-8.467207
"(8,0,0,0.4)",-6.553090,-2.834136,-28.054083,-10.540021
"(8,0,0,0.6)",-5.332324,-2.914847,-29.767824,-7.046576
"(8,0,0,0.8)",-5.372797,-2.698394,-28.613354,-7.216594
"(8,0,0,1)",-3.999687,0.000000,-16.000000,0.000000
"(8,0,0,2)",-4.032598,2.000144,-7.933162,-4.065200
"(8,0,0,4)",-3.999696,6.000283,7.999308,-35.994522
"(8,0,0,6)",-3.999744,9.998075,23.989737,-99.987190
"(8,0,0,8)",-3.999753,13.998729,39.991455,-195.975769
"(8,0,0,10)",8601123222324248576.000000,-14852485642486546432.000000,201727365302018447464638413141371256832.000000,-inf
"(8,0,2,0)",-5.731112,-3.987464,-35.855858,-14.927664
"(8,0,2,0.2)",-5.993002,-3.996760,-35.980534,-15.972022
"(8,0,2,0.4)",-6.228134,-3.905900,-35.361889,-16.882212
"(8,0,2,0.6)",-6.367426,-3.977758,-35.723373,-17.461039
"(8,0,2,0.8)",-6.023043,-4.083590,-36.502934,-16.087109
"(8,0,2,1)",-4.597358,-1.000154,-20.241228,-1.000000
"(8,0,2,2)",-4.792057,1.141474,-9.902637,-1.884097
"(8,0,2,4)",-4.841972,5.425029,10.976751,-38.522518
"(8,0,2,6)",-4.239533,8.999484,22.210989,-91.778389
"(8,0,2,8)",-3.999591,-17257.597656,-69039.335938,298273312.000000
"(8,0,2,10)",1146781.250000,-508826.687500,1898629431296.000000,-4992712310784.000000
"(8,0,4,0)",-6.709963,-5.344064,-44.514572,-28.675709
"(8,0,4,0.2)",-6.697953,-5.363920,-44.648331,-28.611328
"(8,0,4,0.4)",-6.687864,-5.363916,-44.648529,-28.557211
"(8,0,4,0.6)",-6.639644,-5.710461,-46.947708,-28.147905
"(8,0,4,0.8)",-6.702106,-5.330991,-44.427490,-28.633364
"(8,0,4,1)",-4.933116,-2.000226,-24.996641,-4.000000
"(8,0,4,2)",-5.583405,-2.027907,-24.815454,7.323404
"(8,0,4,4)",-4.941472,5.895659,14.019600,-29.058264
"(8,0,4,6)",-4.731618,11.494983,38.925137,-93.834793
"(8,0,4,8)",-4.803867,11.998844,42.287060,-211.518356
"(8,0,4,10)",275788.750000,-505885.437500,215579148288.000000,-999739555840.000000
"(8,0,6,0)",-7.679127,-6.589719,-53.067310,-46.717209
"(8,0,6,0.2)",-8.181452,-6.709405,-53.408138,-50.132988
"(8,0,6,0.4)",-6.271365,-6.665949,-52.645500,-37.365417
"(8,0,6,0.6)",-8.114691,-6.560497,-52.305725,-49.559265
"(8,0,6,0.8)",-7.678068,-6.585869,-53.038567,-46.708294
"(8,0,6,1)",-6.243951,-3.000000,-29.696537,-9.000000
"(8,0,6,2)",-6.496459,-2.027907,-22.941906,5.119180
"(8,0,6,4)",-6.528926,4.336390,18.707438,-40.113293
"(8,0,6,6)",-5.486498,9.451738,38.066620,-113.238960
"(8,0,6,8)",-410.605682,409.040466,333266.500000,-1005912.000000
"(8,0,6,10)",23.904385,-197.107452,5474.387207,-4736.888672
"(8,0,8,0)",-6.834344,-8.006977,-62.688927,-54.666573
"(8,0,8,0.2)",-8.546342,-7.945791,-63.238220,-68.338181
"(8,0,8,0.4)",-7.668421,-7.944927,-63.467731,-61.362598
"(8,0,8,0.6)",-8.198300,-7.958327,-63.619026,-65.576401
"(8,0,8,0.8)",-8.730095,-8.050658,-63.909214,-69.875175
"(8,0,8,1)",-5.872898,-4.000367,-35.986000,-16.000000
"(8,0,8,2)",-4.909038,-5.385013,-41.608883,12.353496
"(8,0,8,4)",-5.417583,6.650250,22.037825,-10.657032
"(8,0,8,6)",-6.469040,13.485224,77.332611,-146.449249
"(8,0,8,8)",107.742210,-339.346466,49032.261719,-143492.312500
"(8,0,8,10)",42.572689,-276.108795,13907.708984,-31765.048828
"(8,0,10,0)",-8.663130,-9.611853,-77.523949,-86.999542
"(8,0,10,0.2)",-8.730222,-9.317896,-74.972298,-87.703072
"(8,0,10,0.4)",-8.769006,-9.439946,-76.035530,-88.065819
"(8,0,10,0.6)",-8.689047,-9.545921,-76.957794,-87.279556
"(8,0,10,0.8)",-8.673696,-9.410690,-75.782036,-87.171272
"(8,0,10,1)",-6.671735,-5.000213,-42.221928,-25.000002
"(8,0,10,2)",-6.666237,-5.385013,-44.788956,11.046011
"(8,0,10,4)",-5.467925,7.086056,24.900826,4.834685
"(8,0,10,6)",-5.280755,14.039468,59.779320,-33.193592
"(8,0,10,8)",58.070984,-269.414978,19482.000000,-39626.070312
"(8,0,10,10)",51.715527,-222.174805,14578.106445,-56269.089844
"(8,0.2,-10,0)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.2,-10,0.2)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.2,-10,0.4)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.2,-10,0.6)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.2,-10,0.8)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.2,-10,1)",-3.999687,5.000665,4.001095,-25.000000
"(8,0.2,-10,2)",-3.999687,7.000442,11.999578,-48.997814
"(8,0.2,-10,4)",-3.999687,10.999061,27.992804,-120.989685
"(8,0.2,-10,6)",-3.999687,14.997766,43.986378,-224.976547
"(8,0.2,-10,8)",270.331757,-16136.271484,4437388.500000,230005600.000000
"(8,0.2,-10,10)",1296529.500000,-1235527.875000,3282897731584.000000,-12890544275456.000000
"(8,0.2,-8,0)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.2,-8,0.2)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.2,-8,0.4)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.2,-8,0.6)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.2,-8,0.8)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.2,-8,1)",-3.999687,3.999968,-0.001379,-16.000000
"(8,0.2,-8,2)",-3.999687,5.998873,7.993615,-35.998127
"(8,0.2,-8,4)",-3.999687,10.000746,23.999857,-99.990623
"(8,0.2,-8,6)",-3.999687,14.000144,39.996204,-195.978119
"(8,0.2,-8,8)",56907.410156,-4080955.250000,235475501056.000000,15028572913664.000000
"(8,0.2,-8,10)",576493.687500,-755129.062500,767676710912.000000,-3347718078464.000000
"(8,0.2,-6,0)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.2,-6,0.2)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.2,-6,0.4)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.2,-6,0.6)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.2,-6,0.8)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.2,-6,1)",-3.999687,3.000486,-3.998993,-9.000001
"(8,0.2,-6,2)",-3.999687,4.999378,3.995949,-24.998438
"(8,0.2,-6,4)",-3.999687,8.998686,19.991930,-80.991562
"(8,0.2,-6,6)",-3.999687,13.001754,36.002953,-168.979675
"(8,0.2,-6,8)",162.050171,-18292.904297,2991925.000000,313989568.000000
"(8,0.2,-6,10)",-6961.347656,-162.027710,47276740.000000,10178606.000000
"(8,0.2,-4,0)",-3.999687,1.526722,-9.893590,2.330402
"(8,0.2,-4,0.2)",-3.999687,1.526722,-9.893590,2.330402
"(8,0.2,-4,0.4)",-3.999687,1.526722,-9.893590,2.330402
"(8,0.2,-4,0.6)",-3.999687,1.526722,-9.893590,2.330402
"(8,0.2,-4,0.8)",-3.999687,1.526722,-9.893590,2.330402
"(8,0.2,-4,1)",-3.999687,1.999975,-8.000725,-4.000000
"(8,0.2,-4,2)",-3.999687,4.000499,0.000744,-15.998751
"(8,0.2,-4,4)",-3.999687,8.000129,15.998013,-63.992500
"(8,0.2,-4,6)",-3.999687,11.996533,31.982384,-143.981247
"(8,0.2,-4,8)",-35591897088.000000,-18300143616.000000,615446303215244541952.000000,4894253118047681249280.000000
"(8,0.2,-4,10)",-176112713728.000000,-1683571200.000000,30719190418082788016128.000000,2671319126174064443392.000000
"(8,0.2,-2,0)",-5.022096,-1.451539,-22.245089,-2.279725
"(8,0.2,-2,0.2)",-4.763617,-1.308470,-21.649939,-1.904016
"(8,0.2,-2,0.4)",-4.987643,-1.354645,-21.781048,-2.212133
"(8,0.2,-2,0.6)",-4.944324,-1.198469,-21.033873,-2.092353
"(8,0.2,-2,0.8)",-4.500607,-1.311725,-21.652950,-1.559486
"(8,0.2,-2,1)",-3.999687,0.999844,-12.000939,-1.000000
"(8,0.2,-2,2)",-3.999687,2.999953,-4.001125,-8.999063
"(8,0.2,-2,4)",-3.999687,6.999562,11.996060,-48.993439
"(8,0.2,-2,6)",-3.999687,10.998347,27.989950,-120.982819
"(8,0.2,-2,8)",-3.999687,14.997340,43.984676,-224.967163
"(8,0.2,-2,10)",767578880.000000,-3155241728.000000,3011074165315731456.000000,-11841521428333592576.000000
"(8,0.2,0,0)",-5.313561,-2.745717,-28.864092,-7.050574
"(8,0.2,0,0.2)",-5.305648,-2.825506,-29.286423,-7.007657
"(8,0.2,0,0.4)",-5.334025,-2.691713,-28.578043,-7.112347
"(8,0.2,0,0.6)",-6.675646,-2.632347,-26.413538,-10.643367
"(8,0.2,0,0.8)",-6.241844,-2.656327,-27.554516,-9.524306
"(8,0.2,0,1)",-3.999687,0.000000,-16.000000,0.000000
"(8,0.2,0,2)",-3.999739,2.000144,-7.999947,-3.999477
"(8,0.2,0,4)",-3.999766,6.000283,7.999730,-35.995781
"(8,0.2,0,6)",-3.999754,9.998075,23.989840,-99.987717
"(8,0.2,0,8)",-4.173979,13.998729,42.460663,-213.048386
"(8,0.2,0,10)",938353.000000,4003898.000000,-2876555919360.000000,49844827717632.000000
"(8,0.2,2,0)",-5.294796,-4.035889,-35.692711,-13.152589
"(8,0.2,2,0.2)",-5.843446,-4.066010,-36.361221,-15.359092
"(8,0.2,2,0.4)",-6.083741,-4.025000,-36.145077,-16.336433
"(8,0.2,2,0.6)",-6.032511,-4.003036,-36.017262,-16.130133
"(8,0.2,2,0.8)",-6.049093,-4.046042,-36.276104,-16.196512
"(8,0.2,2,1)",-4.408675,-1.000065,-20.241943,-1.000000
"(8,0.2,2,2)",-4.436296,1.218344,-10.404710,-1.483884
"(8,0.2,2,4)",-4.184607,5.883596,8.654616,-27.477720
"(8,0.2,2,6)",-4.381791,9.835933,27.244764,-99.077553
"(8,0.2,2,8)",22.045155,-16.888474,1034.659058,-2354.719482
"(8,0.2,2,10)",343457.375000,-554038.375000,308254277632.000000,-1405639720960.000000
"(8,0.2,4,0)",-6.835463,-5.317708,-44.309147,-29.341810
"(8,0.2,4,0.2)",-6.679975,-5.615118,-46.326584,-28.439770
"(8,0.2,4,0.4)",-6.678060,-5.604825,-46.257351,-28.434591
"(8,0.2,4,0.6)",-6.707323,-5.354993,-44.588070,-28.661688
"(8,0.2,4,0.8)",-6.898184,-5.360238,-44.576435,-29.684708
"(8,0.2,4,1)",-4.919861,-2.000226,-24.994692,-4.000000
"(8,0.2,4,2)",-5.392806,-2.027907,-24.996201,6.936886
"(8,0.2,4,4)",-4.599405,6.633242,14.868254,-20.994040
"(8,0.2,4,6)",-4.703325,10.501067,33.884594,-94.672966
"(8,0.2,4,8)",-4.559198,15.118112,53.239162,-193.455505
"(8,0.2,4,10)",6832464592896.000000,-6296564662272.000000,89703629515002013963780096.000000,-347542745774232276597473280.000000
"(8,0.2,6,0)",-7.722708,-6.662102,-53.590912,-47.038475
"(8,0.2,6,0.2)",-7.738165,-6.815673,-54.766926,-47.181446
"(8,0.2,6,0.4)",-9.012164,-6.535691,-49.778934,-55.399609
"(8,0.2,6,0.6)",-7.542552,-6.552697,-52.874386,-45.802406
"(8,0.2,6,0.8)",-8.047573,-6.702165,-53.553310,-49.230137
"(8,0.2,6,1)",-5.101344,-3.000305,-30.092630,-8.999999
"(8,0.2,6,2)",-4.279636,-2.027907,-24.600508,0.623668
"(8,0.2,6,4)",-5.637594,3.595051,6.949152,-26.307621
"(8,0.2,6,6)",-6.009538,10.495543,51.111610,-142.237137
"(8,0.2,6,8)",98.762047,14.502381,9111.753906,10323.328125
"(8,0.2,6,10)",40.079399,-190.610123,9566.532227,-33567.300781
"(8,0.2,8,0)",-9.425672,-7.942145,-61.422142,-75.319542
"(8,0.2,8,0.2)",-8.134751,-7.944324,-63.528934,-65.067406
"(8,0.2,8,0.4)",-7.290169,-8.111467,-64.308762,-58.229805
"(8,0.2,8,0.6)",-8.556700,-8.002108,-63.708118,-68.454765
"(8,0.2,8,0.8)",-7.724164,-7.990424,-63.849949,-61.795860
"(8,0.2,8,1)",-6.008889,-4.000367,-36.002125,-15.999998
"(8,0.2,8,2)",-3.999687,-5.385013,-37.538368,7.456629
"(8,0.2,8,4)",-6.299729,6.014809,27.180428,-29.378605
"(8,0.2,8,6)",-5.192625,-546.483459,-2852.260986,308460.718750
"(8,0.2,8,8)",-2791.380127,-445.447845,6526058.000000,8898760.000000
"(8,0.2,8,10)",65.558487,-223.509491,19475.328125,-83708.070312
"(8,0.2,10,0)",-8.873641,-8.904785,-71.265488,-88.770523
"(8,0.2,10,0.2)",-8.486650,-9.293502,-74.740669,-85.436546
"(8,0.2,10,0.4)",-8.643664,-9.338941,-75.159050,-86.896263
"(8,0.2,10,0.6)",-8.662921,-9.175793,-73.746338,-87.051926
"(8,0.2,10,0.8)",-8.682182,-9.476904,-76.357376,-87.237541
"(8,0.2,10,1)",-5.846673,-5.000213,-41.824409,-25.000002
"(8,0.2,10,2)",-6.231817,-5.385013,-44.577408,8.706656
"(8,0.2,10,4)",-6.849029,7.088214,40.664345,-24.517237
"(8,0.2,10,6)",-4.770914,12.751848,45.432278,-14.061697
"(8,0.2,10,8)",71.570671,23.125935,4039.787598,12352.038086
"(8,0.2,10,10)",64.732430,-327.201996,25888.726562,-86836.093750
"(8,0.4,-10,0)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.4,-10,0.2)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.4,-10,0.4)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.4,-10,0.6)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.4,-10,0.8)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.4,-10,1)",-3.999687,5.000665,4.001095,-25.000000
"(8,0.4,-10,2)",-3.999687,7.000442,11.999578,-48.997814
"(8,0.4,-10,4)",-3.999687,10.999061,27.992804,-120.989685
"(8,0.4,-10,6)",-3.999687,14.997766,43.986378,-224.976547
"(8,0.4,-10,8)",-2524.235107,-21335.466797,-47504168.000000,832405632.000000
"(8,0.4,-10,10)",1404684.375000,-1648712.750000,4289070366720.000000,-18125019938816.000000
"(8,0.4,-8,0)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.4,-8,0.2)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.4,-8,0.4)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.4,-8,0.6)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.4,-8,0.8)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.4,-8,1)",-3.999687,3.999968,-0.001379,-16.000000
"(8,0.4,-8,2)",-3.999687,5.998873,7.993615,-35.998127
"(8,0.4,-8,4)",-3.999687,10.000746,23.999857,-99.990623
"(8,0.4,-8,6)",-3.999687,14.000144,39.996204,-195.978119
"(8,0.4,-8,8)",180.448761,324.851654,-24613.732422,513263.312500
"(8,0.4,-8,10)",-22024.576172,-220.176193,480056480.000000,43693824.000000
"(8,0.4,-6,0)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.4,-6,0.2)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.4,-6,0.4)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.4,-6,0.6)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.4,-6,0.8)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.4,-6,1)",-3.999687,3.000486,-3.998993,-9.000001
"(8,0.4,-6,2)",-3.999687,4.999378,3.995949,-24.998438
"(8,0.4,-6,4)",-3.999687,8.998686,19.991930,-80.991562
"(8,0.4,-6,6)",-3.999687,13.001754,36.002953,-168.979675
"(8,0.4,-6,8)",-207492.406250,318881.500000,109216923648.000000,-361474949120.000000
"(8,0.4,-6,10)",431005.531250,-1111649.500000,664896274432.000000,-3076372824064.000000
"(8,0.4,-4,0)",-3.999687,1.526722,-9.893590,2.330402
"(8,0.4,-4,0.2)",-3.999687,1.526722,-9.893590,2.330402
"(8,0.4,-4,0.4)",-3.999687,1.526722,-9.893590,2.330402
"(8,0.4,-4,0.6)",-3.999687,1.526722,-9.893590,2.330402
"(8,0.4,-4,0.8)",-3.999687,1.526722,-9.893590,2.330402
"(8,0.4,-4,1)",-3.999687,1.999975,-8.000725,-4.000000
"(8,0.4,-4,2)",-3.999687,4.000499,0.000744,-15.998751
"(8,0.4,-4,4)",-3.999687,8.000129,15.998013,-63.992500
"(8,0.4,-4,6)",-3.999687,11.996533,31.982384,-143.981247
"(8,0.4,-4,8)",-2215388.750000,-7318293.500000,-11304935882752.000000,167047518486528.000000
"(8,0.4,-4,10)",930523.437500,-474359.750000,1307284209664.000000,-3747606691840.000000
"(8,0.4,-2,0)",-4.807783,-1.330210,-21.742849,-1.965482
"(8,0.4,-2,0.2)",-4.875366,-1.332368,-21.729515,-2.055842
"(8,0.4,-2,0.4)",-5.053347,-1.290600,-21.412310,-2.275002
"(8,0.4,-2,0.6)",-4.881493,-1.250728,-21.328390,-2.039643
"(8,0.4,-2,0.8)",-4.918227,-1.313182,-21.615389,-2.107716
"(8,0.4,-2,1)",-3.999687,0.999844,-12.000939,-1.000000
"(8,0.4,-2,2)",-3.999687,2.999953,-4.001125,-8.999063
"(8,0.4,-2,4)",-3.999687,6.999562,11.996060,-48.993439
"(8,0.4,-2,6)",-3.999687,10.998347,27.989950,-120.982819
"(8,0.4,-2,8)",-3.999687,14.997340,43.984676,-224.967163
"(8,0.4,-2,10)",535816.750000,-372965.000000,486944768000.000000,-1659464450048.000000
"(8,0.4,0,0)",-5.846447,-2.686170,-28.295183,-8.489042
"(8,0.4,0,0.2)",-4.808448,-2.663301,-28.152758,-5.713171
"(8,0.4,0,0.4)",-5.948411,-2.818952,-28.971979,-8.821796
"(8,0.4,0,0.6)",-5.332734,-2.902014,-29.699490,-7.053984
"(8,0.4,0,0.8)",-5.933570,-2.693899,-28.245747,-8.727346
"(8,0.4,0,1)",-3.999687,0.000000,-16.000000,0.000000
"(8,0.4,0,2)",-3.999789,2.000144,-7.999846,-3.999578
"(8,0.4,0,4)",-3.999741,6.000283,7.999581,-35.995335
"(8,0.4,0,6)",-4.004705,9.998075,24.039366,-100.235222
"(8,0.4,0,8)",-4.131224,13.998729,41.849110,-208.858795
"(8,0.4,0,10)",6196453359226978304.000000,-9586404388067344384.000000,97797742909297228101859280198163234816.000000,-inf
"(8,0.4,2,0)",-5.933570,-4.005298,-36.027023,-15.733900
"(8,0.4,2,0.2)",-6.057796,-4.003675,-36.018921,-16.231384
"(8,0.4,2,0.4)",-5.175151,-4.004412,-35.342457,-12.696946
"(8,0.4,2,0.6)",-6.038983,-3.899668,-35.392574,-16.141956
"(8,0.4,2,0.8)",-5.509562,-4.005825,-35.791561,-14.035356
"(8,0.4,2,1)",-4.910085,-1.000065,-20.082146,-1.000000
"(8,0.4,2,2)",-4.442788,0.999834,-11.361888,-1.442715
"(8,0.4,2,4)",-4.000662,5.501466,6.009505,-24.759455
"(8,0.4,2,6)",-4.533557,9.523862,27.461653,-106.133179
"(8,0.4,2,8)",-4.138818,13.000188,37.824684,-181.632645
"(8,0.4,2,10)",-15138.171875,10709.266602,391161856.000000,-1344358656.000000
"(8,0.4,4,0)",-6.718266,-5.321189,-44.360195,-28.718864
"(8,0.4,4,0.2)",-6.684818,-5.382339,-44.771713,-28.539742
"(8,0.4,4,0.4)",-6.779203,-5.322489,-44.358265,-29.043301
"(8,0.4,4,0.6)",-6.773018,-5.331532,-44.420937,-29.011459
"(8,0.4,4,0.8)",-6.693202,-5.336048,-44.461910,-28.586033
"(8,0.4,4,1)",-5.029105,-2.000379,-25.001062,-3.999999
"(8,0.4,4,2)",-5.362700,-2.027907,-25.018105,6.875836
"(8,0.4,4,4)",-4.598483,6.099455,12.406421,-22.543541
"(8,0.4,4,6)",-4.595710,8.991443,25.676933,-89.798508
"(8,0.4,4,8)",-4.026062,11.998844,32.308773,-146.189041
"(8,0.4,4,10)",163.335434,-175.768341,56694.343750,-228191.359375
"(8,0.4,6,0)",-7.959915,-6.576976,-52.671242,-48.557411
"(8,0.4,6,0.2)",-7.809440,-6.609621,-53.105602,-47.588074
"(8,0.4,6,0.4)",-7.250338,-6.596316,-53.260826,-43.892033
"(8,0.4,6,0.6)",-8.014916,-6.700415,-53.583714,-49.010197
"(8,0.4,6,0.8)",-7.849730,-6.874311,-55.141068,-47.951199
"(8,0.4,6,1)",-6.122821,-3.000305,-29.863958,-9.000001
"(8,0.4,6,2)",-4.730144,-2.027907,-25.059181,1.537257
"(8,0.4,6,4)",-5.793871,2.999774,4.598276,-25.143623
"(8,0.4,6,6)",-6.653140,6.999676,37.608974,-141.855576
"(8,0.4,6,8)",22766.601562,39373.468750,-377899808.000000,7825307136.000000
"(8,0.4,6,10)",48.069363,-161.896500,10477.480469,-44801.257812
"(8,0.4,8,0)",-7.103566,-7.921042,-62.635525,-56.893074
"(8,0.4,8,0.2)",-9.178983,-7.997108,-62.583450,-73.428444
"(8,0.4,8,0.4)",-7.881301,-8.280715,-66.198311,-62.938290
"(8,0.4,8,0.6)",-7.114020,-8.589299,-67.407326,-56.042778
"(8,0.4,8,0.8)",-8.857691,-7.748090,-61.033028,-70.582001
"(8,0.4,8,1)",-6.423680,-4.000367,-35.822849,-15.999998
"(8,0.4,8,2)",-5.902394,-5.385013,-44.165367,17.702730
"(8,0.4,8,4)",-6.117897,5.043061,19.338409,-26.781824
"(8,0.4,8,6)",-6.082999,8.500571,40.047852,-118.280540
"(8,0.4,8,8)",77.082069,-289.754822,28893.203125,-74704.492188
"(8,0.4,8,10)",1703.617554,11195.921875,-16157628.000000,297100352.000000
"(8,0.4,10,0)",-8.667777,-9.308301,-74.894135,-87.120819
"(8,0.4,10,0.2)",-8.631269,-9.374181,-75.462425,-86.777611
"(8,0.4,10,0.4)",-8.678709,-9.333652,-75.113739,-87.223511
"(8,0.4,10,0.6)",-8.646442,-9.302919,-74.847733,-86.922043
"(8,0.4,10,0.8)",-8.708704,-9.308683,-74.894676,-87.501816
"(8,0.4,10,1)",-6.880221,-5.000000,-42.105434,-24.999998
"(8,0.4,10,2)",-6.021915,-5.385013,-44.339951,7.576326
"(8,0.4,10,4)",-6.423680,7.083490,35.376305,-15.495486
"(8,0.4,10,6)",-6.470895,4.998890,22.452612,-86.758667
"(8,0.4,10,8)",85.482513,23.359299,5994.308594,14756.930664
"(8,0.4,10,10)",49.764259,-439.463501,24744.169922,-8092.643555
"(8,0.6,-10,0)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.6,-10,0.2)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.6,-10,0.4)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.6,-10,0.6)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.6,-10,0.8)",-3.999687,1.526722,-9.893590,-6.829928
"(8,0.6,-10,1)",-3.999687,5.000665,4.001095,-25.000000
"(8,0.6,-10,2)",-3.999687,7.000442,11.999578,-48.997814
"(8,0.6,-10,4)",-3.999687,10.999061,27.992804,-120.989685
"(8,0.6,-10,6)",-3.999687,14.997766,43.986378,-224.976547
"(8,0.6,-10,8)",-7000.478027,-22351.873047,-107523104.000000,1595146368.000000
"(8,0.6,-10,10)",284137.156250,-184472.468750,133151678464.000000,-437707407360.000000
"(8,0.6,-8,0)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.6,-8,0.2)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.6,-8,0.4)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.6,-8,0.6)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.6,-8,0.8)",-3.999687,1.526722,-9.893590,-3.776485
"(8,0.6,-8,1)",-3.999687,3.999968,-0.001379,-16.000000
"(8,0.6,-8,2)",-3.999687,5.998873,7.993615,-35.998127
"(8,0.6,-8,4)",-3.999687,10.000746,23.999857,-99.990623
"(8,0.6,-8,6)",-3.999687,14.000144,39.996204,-195.978119
"(8,0.6,-8,8)",-229465.546875,-15540.407227,49086615552.000000,25203546112.000000
"(8,0.6,-8,10)",710272.750000,-2088810.500000,1988118183936.000000,-8989479796736.000000
"(8,0.6,-6,0)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.6,-6,0.2)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.6,-6,0.4)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.6,-6,0.6)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.6,-6,0.8)",-3.999687,1.526722,-9.893590,-0.723041
"(8,0.6,-6,1)",-3.999687,3.000486,-3.998993,-9.000001
"(8,0.6,-6,2)",-3.999687,4.999378,3.995949,-24.998438
"(8,0.6,-6,4)",-3.999687,8.998686,19.991930,-80.991562
"(8,0.6,-6,6)",-3.999687,13.001754,36.002953,-168.979675
"(8,0.6,-6,8)",157.080551,1717.311279,-243825.250000,4827147.500000
"(8,0.6,-6,10)",449890.218750,-758964.437500,543855476736.000000,-2497024622592.000000
"(8,0.6,-4,0)",-3.999687,1.526722,-9.893590,2.330402
